Burden rank,State,Zone,LGA,Zero-dose children,Zero-dose rate (%),Equity index,Equity tier,Archetype,Intervention bundle,Evidence base (method and citation),Priority flag
634,Akwa Ibom,South South,Esit Eket,344.0,16.3,35.4,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
635,Osun,South West,Ila,344.0,14.6,30.9,Low,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
636,Akwa Ibom,South South,Ikono,343.0,7.8,33.4,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
637,Osun,South West,Boripe,342.0,6.5,38.1,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
638,Enugu,South East,Nkanu West,340.0,5.6,36.9,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
639,Akwa Ibom,South South,Udung Uko,339.0,19.1,37.3,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
640,Imo,South East,Oguta,338.0,5.8,27.2,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
641,Imo,South East,Nkwerre,337.0,10.2,21.1,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
642,Osun,South West,Odo-Otin,335.0,6.6,36.3,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
643,Abia,South East,Ukwa East,334.0,12.2,32.7,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
644,Akwa Ibom,South South,Eket,334.0,5.8,25.4,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
645,Ogun,South West,Ifo,322.0,1.0,28.1,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
646,Akwa Ibom,South South,Nsit Ibom,322.0,8.9,30.4,Low,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
647,Cross River,South South,Calabar Municipal,319.0,4.8,23.1,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
648,Ogun,South West,Ado-Odo/Ota,315.0,1.0,32.4,Moderate,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
649,Ekiti,South West,Ilejemeje,312.0,16.2,26.9,Low,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
650,Imo,South East,Ihitte/Uboma,310.0,6.3,23.2,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
651,Ebonyi,South East,Ebonyi,308.0,4.9,53.2,High,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
652,Enugu,South East,Nkanu East,293.0,4.6,40.3,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
653,Anambra,South East,Awka North,291.0,6.7,28.5,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
654,Enugu,South East,Enugu South,289.0,3.5,22.1,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
655,Edo,South South,Etsako Central,288.0,6.8,36.9,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
656,Adamawa,North East,Shelleng,285.0,3.0,57.6,Critical,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
657,Anambra,South East,Onitsha South,280.0,5.3,10.5,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
658,Enugu,South East,Oji-River,277.0,5.2,40.4,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
